t: 0 Total mass: 0.561386 
t: 0.0989949 Total mass: 0.561386 
t: 0.19799 Total mass: 0.561386 
t: 0.296985 Total mass: 0.561386 
t: 0.39598 Total mass: 0.561386 
t: 0.494975 Total mass: 0.561386 
t: 0.59397 Total mass: 0.561386 
t: 0.692965 Total mass: 0.561386 
t: 0.79196 Total mass: 0.561386 
t: 0.890955 Total mass: 0.561386 
t: 0.989949 Total mass: 0.561386 
t: 1.08894 Total mass: 0.561386 
t: 1.18794 Total mass: 0.561386 
t: 1.28693 Total mass: 0.561386 
t: 1.38593 Total mass: 0.561386 
t: 1.48492 Total mass: 0.561386 
t: 1.58392 Total mass: 0.561386 
t: 1.68291 Total mass: 0.561386 
t: 1.78191 Total mass: 0.561386 
t: 1.8809 Total mass: 0.561386 
t: 1.9799 Total mass: 0.561386 
t: 2.07889 Total mass: 0.561386 
t: 2.17789 Total mass: 0.561386 
t: 2.27688 Total mass: 0.561386 
t: 2.37588 Total mass: 0.561386 
t: 2.47487 Total mass: 0.561386 
t: 2.57387 Total mass: 0.561386 
t: 2.67286 Total mass: 0.561386 
t: 2.77186 Total mass: 0.561386 
t: 2.87085 Total mass: 0.561386 
t: 2.96985 Total mass: 0.561386 
t: 3.06884 Total mass: 0.561386 
t: 3.16784 Total mass: 0.561386 
t: 3.26683 Total mass: 0.561386 
t: 3.36583 Total mass: 0.561386 
t: 3.46482 Total mass: 0.561386 
t: 3.56382 Total mass: 0.561386 
t: 3.66281 Total mass: 0.561386 
t: 3.76181 Total mass: 0.561386 
t: 3.8608 Total mass: 0.561386 
t: 3.9598 Total mass: 0.561386 
t: 4.05879 Total mass: 0.561386 
t: 4.15779 Total mass: 0.561386 
t: 4.25678 Total mass: 0.561386 
t: 4.35578 Total mass: 0.561386 
t: 4.45477 Total mass: 0.561386 
t: 4.55377 Total mass: 0.561386 
t: 4.65276 Total mass: 0.561386 
t: 4.75176 Total mass: 0.561386 
t: 4.85075 Total mass: 0.561386 
t: 4.94975 Total mass: 0.561386 
t: 5.04874 Total mass: 0.561386 
t: 5.14774 Total mass: 0.561386 
t: 5.24673 Total mass: 0.561386 
t: 5.34573 Total mass: 0.561386 
t: 5.44472 Total mass: 0.561386 
t: 5.54372 Total mass: 0.561386 
t: 5.64271 Total mass: 0.561386 
t: 5.74171 Total mass: 0.561386 
t: 5.8407 Total mass: 0.561386 
t: 5.9397 Total mass: 0.561386 
t: 6.03869 Total mass: 0.561386 
t: 6.13769 Total mass: 0.561386 
t: 6.23668 Total mass: 0.561386 
t: 6.33568 Total mass: 0.561386 
t: 6.43467 Total mass: 0.561386 
t: 6.53367 Total mass: 0.561386 
t: 6.63266 Total mass: 0.561386 
t: 6.73166 Total mass: 0.561386 
t: 6.83065 Total mass: 0.561386 
t: 6.92965 Total mass: 0.561386 
t: 7.02864 Total mass: 0.561386 
t: 7.12764 Total mass: 0.561386 
t: 7.22663 Total mass: 0.561386 
t: 7.32563 Total mass: 0.561386 
t: 7.42462 Total mass: 0.561386 
t: 7.52362 Total mass: 0.561386 
t: 7.62261 Total mass: 0.561386 
t: 7.72161 Total mass: 0.561386 
t: 7.8206 Total mass: 0.561386 
t: 7.9196 Total mass: 0.561386 
t: 8.01859 Total mass: 0.561386 
t: 8.11759 Total mass: 0.561386 
t: 8.21658 Total mass: 0.561386 
t: 8.31558 Total mass: 0.561386 
t: 8.41457 Total mass: 0.561386 
t: 8.51357 Total mass: 0.561386 
t: 8.61256 Total mass: 0.561386 
t: 8.71156 Total mass: 0.561386 
t: 8.81055 Total mass: 0.561386 
t: 8.90955 Total mass: 0.561386 
t: 9.00854 Total mass: 0.561386 
t: 9.10754 Total mass: 0.561386 
t: 9.20653 Total mass: 0.561386 
t: 9.30553 Total mass: 0.561386 
t: 9.40452 Total mass: 0.561386 
t: 9.50352 Total mass: 0.561386 
t: 9.60251 Total mass: 0.561386 
t: 9.70151 Total mass: 0.561386 
t: 9.8005 Total mass: 0.561386 
t: 9.89949 Total mass: 0.561386 
t: 9.99849 Total mass: 0.561386 
t: 10.0975 Total mass: 0.561386 
t: 10.1965 Total mass: 0.561386 
t: 10.2955 Total mass: 0.561386 
t: 10.3945 Total mass: 0.561386 
t: 10.4935 Total mass: 0.561386 
t: 10.5925 Total mass: 0.561386 
t: 10.6915 Total mass: 0.561386 
t: 10.7904 Total mass: 0.561386 
t: 10.8894 Total mass: 0.561386 
t: 10.9884 Total mass: 0.561386 
t: 11.0874 Total mass: 0.561386 
t: 11.1864 Total mass: 0.561386 
t: 11.2854 Total mass: 0.561386 
t: 11.3844 Total mass: 0.561386 
t: 11.4834 Total mass: 0.561386 
t: 11.5824 Total mass: 0.561386 
t: 11.6814 Total mass: 0.561386 
t: 11.7804 Total mass: 0.561386 
t: 11.8794 Total mass: 0.561386 
t: 11.9784 Total mass: 0.561386 
t: 12.0774 Total mass: 0.561386 
t: 12.1764 Total mass: 0.561386 
t: 12.2754 Total mass: 0.561386 
t: 12.3744 Total mass: 0.561386 
t: 12.4734 Total mass: 0.561386 
t: 12.5724 Total mass: 0.561386 
t: 12.6714 Total mass: 0.561386 
t: 12.7703 Total mass: 0.561386 
t: 12.8693 Total mass: 0.561386 
t: 12.9683 Total mass: 0.561386 
t: 13.0673 Total mass: 0.561386 
t: 13.1663 Total mass: 0.561386 
t: 13.2653 Total mass: 0.561386 
t: 13.3643 Total mass: 0.561386 
t: 13.4633 Total mass: 0.561386 
t: 13.5623 Total mass: 0.561386 
t: 13.6613 Total mass: 0.561386 
t: 13.7603 Total mass: 0.561386 
t: 13.8593 Total mass: 0.561386 
t: 13.9583 Total mass: 0.561386 
t: 14.0573 Total mass: 0.561386 
t: 14.1563 Total mass: 0.561386 
t: 14.2553 Total mass: 0.561386 
t: 14.3543 Total mass: 0.561386 
t: 14.4533 Total mass: 0.561386 
t: 14.5523 Total mass: 0.561386 
t: 14.6513 Total mass: 0.561386 
t: 14.7502 Total mass: 0.561386 
t: 14.8492 Total mass: 0.561386 
t: 14.9482 Total mass: 0.561386 
t: 15.0472 Total mass: 0.561386 
t: 15.1462 Total mass: 0.561386 
t: 15.2452 Total mass: 0.561386 
t: 15.3442 Total mass: 0.561386 
t: 15.4432 Total mass: 0.561386 
t: 15.5422 Total mass: 0.561386 
t: 15.6412 Total mass: 0.561386 
t: 15.7402 Total mass: 0.561386 
t: 15.8392 Total mass: 0.561386 
t: 15.9382 Total mass: 0.561386 
t: 16.0372 Total mass: 0.561386 
t: 16.1362 Total mass: 0.561386 
t: 16.2352 Total mass: 0.561386 
t: 16.3342 Total mass: 0.561386 
t: 16.4332 Total mass: 0.561386 
t: 16.5322 Total mass: 0.561386 
t: 16.6312 Total mass: 0.561386 
t: 16.7301 Total mass: 0.561386 
t: 16.8291 Total mass: 0.561386 
t: 16.9281 Total mass: 0.561386 
t: 17.0271 Total mass: 0.561386 
t: 17.1261 Total mass: 0.561386 
t: 17.2251 Total mass: 0.561386 
t: 17.3241 Total mass: 0.561386 
t: 17.4231 Total mass: 0.561386 
t: 17.5221 Total mass: 0.561386 
t: 17.6211 Total mass: 0.561386 
t: 17.7201 Total mass: 0.561386 
t: 17.8191 Total mass: 0.561386 
t: 17.9181 Total mass: 0.561386 
t: 18.0171 Total mass: 0.561386 
t: 18.1161 Total mass: 0.561386 
t: 18.2151 Total mass: 0.561386 
t: 18.3141 Total mass: 0.561386 
t: 18.4131 Total mass: 0.561386 
t: 18.5121 Total mass: 0.561386 
t: 18.6111 Total mass: 0.561386 
t: 18.71 Total mass: 0.561386 
t: 18.809 Total mass: 0.561386 
t: 18.908 Total mass: 0.561386 
t: 19.007 Total mass: 0.561386 
t: 19.106 Total mass: 0.561386 
t: 19.205 Total mass: 0.561386 
t: 19.304 Total mass: 0.561386 
t: 19.403 Total mass: 0.561386 
t: 19.502 Total mass: 0.561386 
t: 19.601 Total mass: 0.561387 
t: 19.7 Total mass: 0.561385 
t: 19.799 Total mass: 0.561388 
t: 19.898 Total mass: 0.561387 
t: 19.997 Total mass: 0.561389 
t: 20.096 Total mass: 0.561388 
t: 20.195 Total mass: 0.561388 
t: 20.294 Total mass: 0.561388 
t: 20.393 Total mass: 0.561388 
t: 20.492 Total mass: 0.561387 
t: 20.5909 Total mass: 0.561388 
t: 20.6899 Total mass: 0.561387 
t: 20.7889 Total mass: 0.561387 
t: 20.8879 Total mass: 0.561387 
t: 20.9869 Total mass: 0.561387 
t: 21.0859 Total mass: 0.561387 
t: 21.1849 Total mass: 0.561387 
t: 21.2839 Total mass: 0.561387 
t: 21.3829 Total mass: 0.561387 
t: 21.4819 Total mass: 0.561387 
t: 21.5809 Total mass: 0.561387 
t: 21.6799 Total mass: 0.561387 
t: 21.7789 Total mass: 0.561387 
t: 21.8779 Total mass: 0.561387 
t: 21.9769 Total mass: 0.561387 
t: 22.0759 Total mass: 0.561387 
t: 22.1749 Total mass: 0.561387 
t: 22.2739 Total mass: 0.561387 
t: 22.3729 Total mass: 0.561387 
t: 22.4719 Total mass: 0.561387 
t: 22.5708 Total mass: 0.561386 
t: 22.6698 Total mass: 0.561386 
t: 22.7688 Total mass: 0.561386 
t: 22.8678 Total mass: 0.561385 
t: 22.9668 Total mass: 0.561386 
t: 23.0658 Total mass: 0.561386 
t: 23.1648 Total mass: 0.561385 
t: 23.2638 Total mass: 0.561386 
t: 23.3628 Total mass: 0.561386 
t: 23.4618 Total mass: 0.561386 
t: 23.5608 Total mass: 0.561386 
t: 23.6598 Total mass: 0.561386 
t: 23.7588 Total mass: 0.561386 
t: 23.8578 Total mass: 0.561386 
t: 23.9568 Total mass: 0.561387 
t: 24.0558 Total mass: 0.561387 
t: 24.1548 Total mass: 0.561387 
t: 24.2538 Total mass: 0.561387 
t: 24.3528 Total mass: 0.561387 
t: 24.4518 Total mass: 0.561387 
t: 24.5507 Total mass: 0.561387 
t: 24.6497 Total mass: 0.561387 
t: 24.7487 Total mass: 0.561387 
t: 24.8477 Total mass: 0.561387 
t: 24.9467 Total mass: 0.561387 
t: 25.0457 Total mass: 0.561387 
t: 25.1447 Total mass: 0.561387 
t: 25.2437 Total mass: 0.561387 
t: 25.3427 Total mass: 0.561387 
t: 25.4417 Total mass: 0.561387 
t: 25.5407 Total mass: 0.561386 
t: 25.6397 Total mass: 0.561386 
t: 25.7387 Total mass: 0.561386 
t: 25.8377 Total mass: 0.561386 
t: 25.9367 Total mass: 0.561386 
t: 26.0357 Total mass: 0.561386 
t: 26.1347 Total mass: 0.561386 
t: 26.2337 Total mass: 0.561386 
t: 26.3327 Total mass: 0.561386 
t: 26.4317 Total mass: 0.561386 
t: 26.5306 Total mass: 0.561386 
t: 26.6296 Total mass: 0.561386 
t: 26.7286 Total mass: 0.561386 
t: 26.8276 Total mass: 0.561386 
t: 26.9266 Total mass: 0.561386 
t: 27.0256 Total mass: 0.561386 
t: 27.1246 Total mass: 0.561386 
t: 27.2236 Total mass: 0.561386 
t: 27.3226 Total mass: 0.561386 
t: 27.4216 Total mass: 0.561386 
t: 27.5206 Total mass: 0.561386 
t: 27.6196 Total mass: 0.561386 
t: 27.7186 Total mass: 0.561386 
t: 27.8176 Total mass: 0.561386 
t: 27.9166 Total mass: 0.561386 
